file_name,family,apk_size,permission_count,api_count,opcode_count,intent_count
e190b32c7731fec5185f0f3fe1fb71381b11d46f71dac40fd9f3f8e7cf8aec21.7fd7d9b5ec63986600a17fd4bbd50d27,Adware,534504.0,7.0,1360.0,3000.0,6.0
6275b48548e705916f7f84eec52f04886b19f2fa91c78804fd43c94471066e18.5f0eb3365e466c1dac726b89a56b5944,Adware,3259916.0,20.0,2641.0,3000.0,9.0
96a594ee6ee838febd80a8022d059ac49a044a22a95c1cd07a71969c1ed7d0b3.16681b9f1fd63500b00dd474943b7f66,Adware,251745.0,10.0,945.0,3000.0,1.0
7491fcedd53f43b02f74418ede2ffdc02acb3526ffb952b7289a0ed861f08ac9.4cffa0b8c573b5aa23cbaf9ed8440f1e,Adware,1612197.0,11.0,70.0,3000.0,10.0
51701d29208828e7e1136df69320bb567c8e72db2d348947d05a2d229b472313.5985692abe2a1d23878ca42229b86fc5,Adware,3656324.0,13.0,81.0,3000.0,7.0
e8baf08a37289e35ba376755710b79cbea57564afa333eaa4cb9330fd6a275c6.80f74860acd8b35343f29d8b51023d0b,Adware,2714761.0,17.0,3023.0,3000.0,8.0
1d1c3cbe620cba8310a46a0a2a1ffb3b308df44a8d90ef3a1ff800a504e0faad.9a070beb7adaa52c6ee0b85991ee1be6,Adware,340068.0,12.0,250.0,3000.0,1.0
455261269c16557a8a9ece68ea75a414f621d7a6a96b78cd4df6a084c6973b8c.016b02f2a2665e69d99fa665e2ae35dc,Adware,1287030.0,9.0,1006.0,3000.0,5.0
d6124c140e2e7878b4bf2593b05f3992b379ef096c54cf982534d119855437e8.29ce900802025c23df36b575798f951e,Adware,954169.0,5.0,60.0,3000.0,6.0
6512d0205fe0d6b831b5f14536d99025d2b376199b37492f1f5138624eaa5369.8a4ca0f523a4781069de1fcbd8f8fa4f,Adware,2406571.0,21.0,1487.0,3000.0,4.0
0e2e5b5e550473e6c099264c6634d46d4f6050f5ab2e8f024b5ded4ee7d432a7.dc139e34ae36aed7e191868ea1571c4c,Adware,1740764.0,9.0,1398.0,3000.0,1.0
d3f4392498d57766dd3348b7115abd83fa20cdd05b8611cc5e9dc8b0960fd151.de2ed513531498e7b44c79e6f4830ce6,Adware,601987.0,12.0,227.0,3000.0,1.0
010a4ab33a4353415acba5874c979166f96f3c12437b267f0b1df359060f40f2.b1d02d38dbbee8c72633680f74d4ef3d,Adware,351079.0,7.0,369.0,3000.0,1.0
e9cec55e10774d32e8d408d8a89ad39f9d7fad8ff884bcf3c0d9f5cae8d96cb5.7cf5cccf14665ab8f0748decf49b0b49,Adware,1333076.0,13.0,399.0,3000.0,6.0
75e44fdc559deee1c620e0530bef8c1e92b9c8e4d65a42119f4b6972216075a8.25ea5702f70fa7c68ddc6d21002efa46,Adware,281290.0,19.0,686.0,3000.0,7.0
49dfe143dc62ad64d62bcd33f4e771662514462788d393daeb5549fcaecdf339.d59450c68c7c306f22467269b73651b1,Adware,1259645.0,18.0,799.0,3000.0,6.0
2d62d2e6c3ec431d36ac449c0c062eee6d98b3cdac246316bb2d2622a464b26c.88f3c614cc1195a94760f59d157b5bb5,Adware,1348348.0,9.0,195.0,3000.0,2.0
7ea871edba75b439036c39a5d31b8e1cede3375f808169d3b0392a153345f56c.5b33fe64631befe96afc0179a22f9bb9,Adware,2938792.0,19.0,2790.0,3000.0,6.0
ab90e0c7181db7afc6a51cbd2ad65616d5d2b14d3abd2ffa0494815c26fcc3a5.b0c56b3ec510d324c5052fc6e2b16e08,Adware,1381611.0,5.0,238.0,3000.0,2.0
576de4a2d718fffee5f07130d38503a868286778e5bf4b7c8bf005c29d93d07a.82671219c3a43791a235c3434ab19ee8,Adware,368824.0,16.0,998.0,3000.0,1.0
21a8486f803f99d866c5d32cc01c124017ceb20f5810fd5f5e55a3858b5b4956.2b133a89d5419f739255269ee85ac371,Adware,526765.0,8.0,302.0,3000.0,1.0
5c99a64cd5e2891e91649c4ed097f377bde4d78b2c8a1264a8090b90fe16b2ab.6ff9fd9327bbb3c6746dda796219a33b,Adware,2458501.0,13.0,183.0,3000.0,8.0
ff1386cfc90031addf51331f8143d349de3837dfddd62451091376cde41c24c6.65391bde56bb7c55d827dfda4f28e2e7,Adware,2013562.0,19.0,452.0,3000.0,8.0
a38469b56f6c963840c4bc0d7912add4c5fbe33342af15f3eed563f9ea9b57a5.0cfd7a0792ca7ff4d584335c8b8b6ad0,Adware,499752.0,17.0,365.0,3000.0,1.0
0257ebb853503222dc8830b24072e683fabdd8cc2f262798f08694b283b2e01d.27cd8bb6ac8f40ef25adbd703aade9ed,Adware,743886.0,10.0,1089.0,3000.0,1.0
05d8673b6aa8305533a94ba794abd575bf0bb7fd040bccb0e73c5756a69115f9.1ae91bf370071279dbc09eafed4e09a5,Adware,2228153.0,10.0,236.0,3000.0,1.0
1f678e2fdf85d1ea03c42a818db71c3bd90aa4774ea725b4dfbf4c3031bb0987.0d32b9d8fdfc5d04b68ea0c005fe756f,Adware,1982308.0,19.0,211.0,3000.0,4.0
d099ca05db3a03a6de78f3c3fee7ad236e3c2919f79a5d526be23a541430f05d.a9a48008ff546e88119d7730ea7de247,Adware,4458519.0,7.0,355.0,3000.0,4.0
74ad0077d5aafea813419d4ec5ae8887eb5a8ae2269cb8c730b5276dda378c02.0db41b360166a50b299143f5d42e8581,Adware,1739576.0,10.0,232.0,3000.0,5.0
f429998a941c7ac7a55fd0dd274099ddf7fc3234e6a57e37eda06bc1a78939cf.abdc5011949ca55c2b77684f0addc316,Adware,2024428.0,10.0,236.0,3000.0,1.0
c119a1b113b69559019131c6ee5bc638082b37b159b8ed8c93afd08e15499dff.3f95c11b64e8670a6263bb0a0f94e95a,Adware,1463432.0,9.0,188.0,3000.0,7.0
44a0f00a04d94535c3367d36005a92f6c7a77b40f01fb3290f91a1205522f998.4acd1f2a74420d33f2bd35e20579e5dc,Adware,2623441.0,19.0,2790.0,3000.0,6.0
e88a84557e4564915b3afce3b1f0a85dab26976cdbf0011f69015251ece0b831.3c59f73607a4481c0389da027508b080,Adware,387374.0,14.0,60.0,3000.0,6.0
83fc2b8fce7fba3c9628d14edf20bdadd7952092afad82d71741aab3563d6a31.0f05509bc6fc75b3f0e0805d170611b1,Adware,1151641.0,12.0,1487.0,3000.0,7.0
039346899f14bd884f7b9548bd50839c1370bdd078448044abde331cc3759045.67f6d6a51e7b6b90ff839d0fd9be2a9d,Adware,1602936.0,8.0,243.0,3000.0,2.0
958887784659c8805773177db7d99ecf0dd8947ec5cbea3ff4fa04e21503911c.7ee99ac256593b6d1fc8811e476e210c,Adware,2934958.0,19.0,2790.0,3000.0,6.0
2d94aaaf3ea0fc84fd9c63a9c4eafe029c3710b98f59c3e0fdfb7e4a2ddd1d13.98baac34566dfbcbbfd72e5f8d37fc79,Adware,1190745.0,14.0,363.0,3000.0,8.0
2bb7655b6565cb481ff92220866537de7a2605f2ebf47a09ca15acdf624b13a4.030e4a352373d8726f7cb6b2ab6ad394,Adware,1741695.0,16.0,883.0,3000.0,5.0
27baeb54a0d5e1a51ac37b8f41c18179384d20f8d865d8fda779b12b0e26f939.8c4b6654247a6f1e5ddf41660547f710,Adware,509555.0,14.0,136.0,3000.0,5.0
40952f2e4c56e724d1c5d88f068c1edfec8c70973872ea8ec6649f86671fb2dd.2d4861bd9ac4814ffae8452718e8d3c8,Adware,2764325.0,32.0,591.0,3000.0,10.0
acb29db03a3390236b797382012e04bda9e89b5a4fa405f7b88d5e6e947e99e4.5b530aef283cdbb12b5f154362527a82,Adware,1510143.0,13.0,228.0,3000.0,1.0
1e83a89395c3de4d2f0945e21d3fd6a7324538c0aa613836cfbe212c2bc1d145.bb9cc386c03ef72001e3e5d7398462bd,Adware,1365730.0,9.0,340.0,3000.0,1.0
52468d960bdbfdccb3364e7d9ca3a0b03f5fe0b16a35fcf9a56133fe2bfe3b96.8aaef4bcf64c3c8210183f1d7491f8fa,Adware,1310483.0,6.0,80.0,3000.0,1.0
ef89a60ad3ab30133efb388c66c5637100acd6e2fc207486c0b4394faa394fff.d56dbb6d3bd3f9298ebd0b8125062bfb,Adware,650014.0,10.0,550.0,3000.0,4.0
e5d7a5c68903aca22f0207d437effaac8f4744fdd8d6c277a2bd6fecbeeda204.6d2f1dee14b711a246b80d42a419f31c,Adware,966456.0,8.0,448.0,3000.0,1.0
c7e2fce44de20e1c2644885814dff4dac4d4fe288fbea8f23cedb1025830595c.408ec8c9fd3571d906463443ed54aba4,Adware,326849.0,7.0,918.0,3000.0,1.0
fd362166aae7dfb985e7f2d0b359b8386b04c0277d6161905add0a3f8faea677.15adc6ebb5d9247b9abebb358f517278,Adware,2442447.0,7.0,1000.0,3000.0,4.0
05367fe9f0e8846f4c4e2efa127d1f9d361c7dd1425c507524bedc58aea320de.002a9d65d397bdda4755ab50bc5dc571,Adware,1139790.0,8.0,1368.0,3000.0,5.0
e6cba66b04873abae057996c9af0ac9b2ce5000671d4ca98bcf127b444bbf333.0f210c0ac47d3b7e0f1caa666e0bc135,Adware,2527533.0,11.0,3158.0,3000.0,6.0
d5816a0dfb6e6374d459c68c3f7757e3f2552baddbd6a20fb16f7b4b7820e597.2e653432f1fb9eaf371315b150cb32f0,Adware,1870158.0,11.0,168.0,3000.0,4.0
18ed88f6a7436fab2b188ae57a01f5a32736aee0e1563975ab947ee5ce158308.8ffd949e511604a2d835a912c24f5ea2,Adware,372981.0,8.0,888.0,3000.0,1.0
1b75c4ada8fd41b41f07de39040f9b8b5f61d01933365da0fad094848922a6df.5bd76de2d6f3d142c8c4790cc6deba97,Adware,301420.0,11.0,173.0,3000.0,6.0
555ee6cbf17751d8636c512ce413d42535fa70cd0b977a86f344e5f7067f092a.5ed1c31952b984e1685154bc37d5cd16,Adware,1209298.0,7.0,1115.0,3000.0,5.0
24e7e58eaa961d97b7acdd086ae5569a01ea4b8b8eb3945d35eafdc5476b9893.0bbbda935fa6d99c73def8f5e60a3e90,Adware,607631.0,14.0,770.0,3000.0,1.0
6bdd6dfd32bfa559533f57b9f1c544a64cb6c2d2fa961511403ba47ad36fcf2e.7ba2a86ee41deb18752d2fd563853104,Adware,1050922.0,7.0,244.0,3000.0,2.0
2dba11d4fd4f9fba9b9f7d4de887958ba8cf1be2bac38f89dccd573344d31084.9938ae82db68459e8c7aefab1dc4d20f,Adware,839027.0,24.0,142.0,3000.0,13.0
97a1d6020fa21b8798c85834bb69e55002455f7525f0bcfee78517b519c46706.ca8e796ba0add7680f727b568fb917b6,Adware,162071.0,8.0,210.0,3000.0,2.0
8ac55c0931f56b34c7325f19e31b40e3c404d0b6a2ac5260e8bb924665efe156.619e9dcc7786c1853e835f5c092428d3,Adware,393700.0,7.0,196.0,3000.0,1.0
7ff582a23deecab9e7779959eb85710f74633f8ff0d0abea50bcd3d218bd8798.64adbae565fa8b88b32f9bbfa2ba1856,Adware,1614651.0,6.0,1165.0,3000.0,2.0
529ceeda10a064d8c513a37562984b04bdda61374ae833174c06b2937f27713e.00cfd8d2d2f88e85a8a25abdf41adb16,Adware,755451.0,12.0,1017.0,3000.0,3.0
2c9fd7881e1822b92639ef3e011e64d87784d23ac05876d3fd1cec0238d1c46d.14c9dd984c684c7bd2bf36879c7a34d7,Adware,2041790.0,16.0,1033.0,3000.0,7.0
d4ad72cdc929c8d4f9c52778f487ce925f11b8a352c5dd79d61de201b7ca7453.07787349a8b69315b25787299483836f,Adware,1356327.0,15.0,294.0,3000.0,8.0
46b4b6610baf0b2244a9b4c43a7d07a44ebe253ef6951960a7f4ceb77a62527e.dbd3c957ebbcdaab60dd16f86b3b6e9f,Adware,250468.0,6.0,979.0,3000.0,1.0
77227f1c25d32b0fedcc46843ae6744cfd7ca01f1e5e51fe881008d2b8f29609.18ae6531715568d4cbec682763c1ba43,Adware,2212539.0,14.0,78.0,3000.0,6.0
9cc424163998e9d6fb8fb90a1bf559baba618bd72bde5e75d9c9760d9e5da0fb.7bee6b1718c7c75077386356b2d27518,Adware,856937.0,12.0,1114.0,3000.0,14.0
cb34bbf446a9b5a6ca784ff736c95599610e5adf05a35a24ae930cca765ce167.2d060afc6a05ba6b8d33ba9a58a944fc,Adware,1118199.0,5.0,60.0,3000.0,6.0
2a6191260385074db57bba5927cd5f84c54d88f661d95de6a49338112c988e7f.7c9267d7be29288118a94131c7af09fe,Adware,395815.0,24.0,542.0,3000.0,11.0
452b25f223ac1ea7f77bc9c78fd6bf8bf444b9372a8dec111a01827ac8a0c0bd.7a95c63cb196b9b50c3ab71eed463f5e,Adware,2494426.0,8.0,647.0,3000.0,5.0
8718fc3547a3421a5dbfc8adcdc7f154c377bea8a68272dd9fdd1283d66a0c91.5c3a1c1d12054a9106385e814f4b0e69,Adware,448539.0,10.0,645.0,3000.0,1.0
224ce041dba78449975c3e15bf92240faea221b0bbd8a08d8d8fb5fec46c5bb6.522895839c276a4db6d73daf96c4e31e,Adware,1862855.0,10.0,236.0,3000.0,1.0
d19290a69d2e46d4d09418fbd3910d5f78a38024c28f398f966311a542b2283e.40d66db9a1092b060a417103340f2c76,Adware,1612348.0,10.0,174.0,3000.0,9.0
5669dfe612dc1713acddb9987910f3edf9079673d59332c9355c90c61b2e8f4e.980d7fc03f23503e88cc3ec7f9b8e82b,Adware,2769347.0,9.0,185.0,3000.0,2.0
15e486664aebdc187052871fe33ccb78e2d700d3cc88e56cad2989f8aa5055e2.9f29e5456486415d0e3314367332fab2,Adware,1955654.0,12.0,670.0,3000.0,3.0
e2aefa6f068f9f29fd4656f24d42da0aed39cad0b4d8e5c0bb30b2502e883e74.0d79ebc094281c93498e6a2c9347d655,Adware,4535558.0,14.0,831.0,3000.0,5.0
97f2a0da04e08671c00e31347997e85c195a8e9e66dc8bcec43055491929579b.55f71fe4350bab31c3ef51adecf06a66,Adware,209678.0,6.0,226.0,3000.0,1.0
669f04ae66ee96d35c33aab30d2bf1ca4bb5eface1141f87d4a17dce8e11af04.6e94ee90b33bf15d12813edefd24f5d1,Adware,2122864.0,16.0,1333.0,3000.0,8.0
4c3a46fbc57ddc51dd161dc3a168eea64a4401bc91a293d3a58da778b1f756a7.8af812569d46bcd788ce455545ccd6bf,Adware,493538.0,10.0,325.0,3000.0,3.0
27f0a1484ace19692681d3f938d161cdbb943edb2452674fb13599be71f9c665.099e59f7d1717c9c114bda3b8dc9cbb8,Adware,678662.0,11.0,353.0,3000.0,3.0
87def242def82c92704cb080fb9d32aeabfdf75290740bcd9d5db39e1d60b846.9b99156eefe2d1e74b8b65bc68348d09,Adware,1308285.0,8.0,386.0,3000.0,5.0
f22a62bae2a83d7062a7b74dbd11580a5d9ed7b74c91bbaec1c812bda1313965.09f62d3a3e89fc642bf2f2f4605dd646,Adware,929343.0,19.0,435.0,3000.0,15.0
ee184334016795e3d72f89d9c2c7f9ffa3eed65cff9639a3833da0b40d6f22f5.8449cb0794d125e73272ece23d31a7e7,Adware,766139.0,8.0,275.0,3000.0,2.0
db37b3cb43fb3a828b579d999608344b72a8f043113dcaab83db7a4522409ff0.2d1e5ec0d5e7b7471d0d35d049831aea,Adware,754270.0,8.0,301.0,3000.0,3.0
5f2b05a85ab5301500eeaa3593c744fcc9e73449a0a6bce6764e1ba74a5116f5.99be70a5b74e5fde8f7a7dafaa0a4a3b,Adware,2043908.0,9.0,351.0,3000.0,1.0
c49db5b7f37156fba8a8708de2912eed0d8cd810e9655f382c890a41667a5a5e.7594a329576d226c91f9dedfd3df3d74,Adware,1521144.0,23.0,1506.0,3000.0,6.0
8143d45cb4edf607996e7889ce8f94827b93c16ca5ff18ca007bbbbffdbb0bb7.9ad0b8f5b323c36b79c73162437fc9f0,Adware,1625147.0,12.0,970.0,3000.0,2.0
c837253bdaaae646aa87ab6665a99ce39ee1ab8caec8f5e4883da9da7a612620.04cdf8b3b93d75d7faa053ec3a4a9b6f,Adware,378509.0,14.0,585.0,3000.0,4.0
9e467b7ea0e563ff98c0c7034c34986570c9f2e3319eacd197a298bb4e84f5c8.23afd1d61051445867e48b303bf92d24,Adware,580024.0,8.0,331.0,3000.0,3.0
c507be573b8bba5b510e59da809bf6cae4f20d9d2dd9dee43cdb953348c80c99.0e1789e9a68c4e507634efda07ea151d,Adware,1223294.0,11.0,71.0,3000.0,7.0
abd371ebb455e6a52c300056d06a7540f95be2b6376252f0c3e0fd72b88591c8.9e838bccded62013afb5534401a226d5,Adware,887933.0,8.0,302.0,3000.0,1.0
cb9b55ca2d10edfe783bb9be1db555f92e3cf7cf870cab917fd9853aa3f56d68.8e88b531bb0f027506f19b33bbc3e64c,Adware,851713.0,9.0,1486.0,3000.0,1.0
27491c3745ab1f2e1150c24d46fbef1822b51a70234374d04bd709cbaaac1170.a5b65fde90c3bff65daad1851e6abb56,Adware,761329.0,25.0,780.0,3000.0,5.0
bf54840480b5499d79508cac1e601a61a500280dba1d6c8ea073970c8841fe89.5f57224c3847ef5fea0bdabd976e5bd5,Adware,737948.0,11.0,208.0,3000.0,5.0
55a25f09acad7e193843c39d26328c940628fb13cc3e5e5833973fbbfaafa939.83d65fc548bf5063be5db9ddb897777d,Adware,876927.0,11.0,71.0,3000.0,7.0
276fb0fb8920d7ecd5998e349999eb48cac23b332538fa4234b5be428609de7f.3c294c865dc1bcd3f7ff7e90fbaf96c1,Adware,2228631.0,10.0,242.0,3000.0,1.0
11f3587efb94b8bf783ca30154650ff940430e1d76c723b30b75512bba55bcd4.4b40f25e798eb9d5ad37f622daf4c7fa,Adware,897548.0,14.0,412.0,3000.0,3.0
3ca0d39de0a97700174bd429e76d662ad743eeec15bd6def62b61bba210e85d6.6e36ab155222ffbfe008f6d3c44784f9,Adware,2639002.0,23.0,1653.0,3000.0,28.0
871eca7801dada7edddcabfd760e1587217caf7374b64faab91e3487d4d3a09e.883f164c1e986a57596dbca971802b20,Adware,425867.0,10.0,1011.0,3000.0,1.0
81b21e758da65cbfdbaf707dae622ea60a95f9290c2dad722ad2ae97b331d955.248ae94179d79ae2d34e99507a2a946e,Adware,1142919.0,18.0,799.0,3000.0,6.0
c3fa229d87b3585bfc34344bebbea90840c5c62aa02db4d6ce04f062c1e037e9.18015e5a841ab9b0f2760078a5c75efc,Adware,55289.0,6.0,221.0,3000.0,1.0
024e335915472925e5747006677ec01a7874e9775a76d7bf734480093cd1e8ec.02d97e8806fe2971e6f45b10aaeef457,Adware,818498.0,13.0,202.0,3000.0,8.0
4eaf804b9df90e11cc3f1fb9ee36ae055634b6865900c0c08f80456afa3d00b3.5f8ccab80448e35ee34067faae33e8cb,Adware,2199935.0,16.0,1426.0,3000.0,7.0
fdac740b490205f037c360e01e813a63e31efbe9216e65afc3189dccf6eba88c.986136e554ff5dc39a6ec0079d3e7d8d,Adware,1785042.0,12.0,1233.0,3000.0,2.0
62b8b226e0472b8305b3b79bf22bf182ce4e6572209514a877aca6b9b27b76d3.54613c608333dd1f1d5394f46c9c6d87,Adware,600886.0,6.0,1380.0,3000.0,2.0
af6b36fb4fdaed4d822f70d33804a1dcab3acf35284225f6508120034cf23d07.6b62bc6483910b2b35f06598a6c11efd,Adware,807108.0,8.0,302.0,3000.0,1.0
a3b34231a8d6c71bb2d408651b95d323ae02899a7d7f7c78c0fcf064a2506f36.6f8d75db733f83d52e071e98934b7bd4,Adware,793046.0,14.0,1340.0,3000.0,8.0
e6c62a2eb163a6a18591736745edcff4c8a02372efeb7f6c963f2f6a8ed89e1c.cfd992d0373a883f98461b8452194b15,Adware,223574.0,8.0,179.0,3000.0,3.0
559adecf738f918e20fd135982abffd12adeed95479daacda4e6d97b9825d207.01261c07c7dbd29383c0cf00aace7720,Adware,916823.0,13.0,71.0,3000.0,7.0
0f42964440f5519ad7dad1abf23e44d40353022c81e02cbc869a07646c6b3955.7812aa2b857a641a8bfed0dcee3c62a8,Adware,778094.0,17.0,75.0,3000.0,8.0
35206eaf2cdf0b592b526a698046b2326086b723fc35d6489d86802efed37370.8ceaa5c134e19680f8feb4e9a803b48b,Adware,2325158.0,15.0,1387.0,3000.0,30.0
03c67cec6c3cf9bd8b0d85f4321a825f038507b41c891984c1abe7e085792250.5cb1060faa019667305b31585919fca3,Adware,2458505.0,13.0,183.0,3000.0,8.0
d1e930a843c7a66625ff2951a23afbbf6753e7afb60964250e07742ef45743c8.8d123862e22e7aadd466d07c20b54c00,Adware,1106061.0,12.0,262.0,3000.0,7.0
6219e1c527dae00171bbf7a08964d771b0f47c64497db0f5a7627d32d7659b09.3d6c271aa1c28f9467fd1a7537ba3f85,Adware,2020749.0,16.0,394.0,3000.0,9.0
660f6b9c214c5dae903433f4bce907a15e6d6b5f9a54d15f1505d68bc1e8a07e.5da0d5ebb127bae5bb58a6f79305cb23,Adware,4282833.0,11.0,257.0,3000.0,9.0
b434c19661080d2a17f1bf7c4e541eaab8c2f1f72e64f98ed2ed9f0a04ed69e0.3d7fdd7e6d5c9220f351897438aacd97,Adware,310645.0,12.0,250.0,3000.0,1.0
f7ba2e1fbf8d63b8b3a3c99a553c3a5390779a96e3072f82db3fe0c81cd9b03c.905be444d365c7b6d8e14c8be5d0583d,Adware,112083.0,11.0,234.0,3000.0,5.0
acda99d3fb4b04439d98e914a4805111aa585c662de8519d57a661a1f26f558d.6744c89e467f8b6e8a2f72d37a79c04b,Adware,1320400.0,6.0,179.0,3000.0,1.0
13058743ab7b1833913e4f47702cdc2e7dbd559046ef82c84d7afdbe50104efc.aea02d6d5afbba7c0411b9a0f58b8256,Adware,776263.0,14.0,274.0,3000.0,9.0
54e578ccfb558355cf73a0dec97c79d71a2131d11bcc575671eed34c7a83b098.58bbda1af04de41451f682dc04ebcc26,Adware,3390047.0,6.0,1026.0,3000.0,1.0
1b79b912fcc32e895cbeae8d629245bcd247bf04ed1e1c78833a3561cfb4e4e9.4ddb087ccc5c13cec125b6a044f3cf8b,Adware,846651.0,6.0,244.0,3000.0,2.0
669378986de5ec50926d01e995f055a98a5ba983d76c16818be9ecf38bc1d583.09eb9411f548d7e2bac198fd1cf14c10,Adware,925727.0,11.0,1483.0,3000.0,11.0
5ea0b21cffd5fd1464702a0f704705e6b521ef5f578ccb3fc1efdf16d835cadd.b6ecd05ccc8660d59f9c0fcb93b34413,Adware,701127.0,8.0,260.0,3000.0,1.0
45e15d928f4697147cd926bd8116538a9d29c1b47c16d39c473fdc1000738493.6ed492976745cf2672a2c1301e6b1c5f,Adware,1260230.0,18.0,1387.0,3000.0,13.0
90f6d0908ae510b86f72ddd5005bf87b729dd0df17c09e9dbc53876728fe9ff5.9d4653d1b2a67f2018af834c2a5d748f,Adware,1186547.0,9.0,665.0,3000.0,6.0
06b318865f74f6bd3a903d186076af08878a15312f889a350367b6b2ef9afd9a.3d779e61090436e6c54c75e286daa970,Adware,653377.0,9.0,459.0,3000.0,2.0
dffe7a27ef87be3fdce08005db4632c3e5211a20aaf7abca1c41fbff0e821909.26a07a2acdfbd6210605c3915173a916,Adware,2213089.0,16.0,2074.0,3000.0,5.0
58fd1a97f75aae87642f7eab6bda6c7599af0b144434afc8301a0294ae47e7ad.0d3e9b96e494ad8bea5f0ad8da7840d7,Adware,1284588.0,18.0,972.0,3000.0,7.0
a8e14ac32d8c007d9fd8139215cfa60af7234b565a2c315da9e7d24fce7f202f.33e89b466bda5fbbe697205b05b335b8,Adware,2153362.0,19.0,1036.0,3000.0,5.0
d5e46f4a3812a6cc880d5e55e60f8568dd236867b8788a5333d3c9ddad9885ef.64971bd416c12c3f123e31e166f606a8,Adware,2022051.0,10.0,236.0,3000.0,1.0
856693618a8fa528d6bb02e2d33f459e5c8515695a0ed3e84ef7c7d09ceb364b.3cd53c08f5c0391cab5ce2bc082ceb76,Adware,1220914.0,10.0,1299.0,3000.0,2.0
66bebe8597d53003c1c100f44e41a1c977f7b7272465c6528338f4d0b0c38cb1.3e4795acaea047e8e65934edf0bc7795,Adware,266596.0,8.0,1020.0,3000.0,3.0
fa029533d1a5482c764fef857e98cf70185821e7df9dd3f5f9408c693a6ba83d.2ec363bc3bb7b04694ccaa28d0bbdc6c,Adware,621287.0,9.0,1785.0,3000.0,1.0
00567501fe3517b1bf6b363dd6c4d0972a77c591b0d7c24512db187773f21262.5671499f70946c7e9d22d20e0df899e1,Adware,1623122.0,16.0,991.0,3000.0,2.0
d3183051ecabc6da4a40bd3a8e63ab6bd0272e906958c5c064c048ce4a02d416.4c5eb27ca90595b7d3e1b59cf21fd1b1,Adware,331965.0,14.0,831.0,3000.0,5.0
5fe5759f13fc92cf266970d9f59020115fb06f6cc282a353f6f59ecabccf076a.bb0aaaa4dba8b799067f43899abd1782,Adware,2002087.0,6.0,953.0,3000.0,1.0
c726ce734991c2e5cafb24f3f695fc37a8eeadbf6c82a2e2415b9a395ac1968e.9250216d6722facd3a12ca687b46bed2,Adware,691160.0,11.0,1202.0,3000.0,1.0
98cfdd2cf723bc78e3999fe7c5f7719eafd150b747bacc99daf76f939de9342e.5fa98fec0195ecbd76f2aee620cc563d,Adware,2853547.0,12.0,54.0,1549.0,8.0
